Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description
Morelian Meat Market #1,78704,06/30/2020,74,"3600 S CONGRESS AVE
AUSTIN, TX 78704
(30.227852, -97.761287)",11484357,Routine Inspection
Which Wich,78723,01/08/2020,83,"1201 BARBARA JORDAN BLVD
AUSTIN, TX 78723
(30.306845, -97.709573)",10065180,Routine Inspection
Torchy's Tacos,78749,04/19/2021,88,"4301 W WILLIAM CANNON DR
AUSTIN, TX 78749
(30.222178, -97.838856)",10363316,Routine Inspection
JD's Supermarket - Bakery/Deli,78719,05/29/2019,89,"9111 FM 812 RD
AUSTIN, TX 78719
(30.161323, -97.686947)",10964142,Routine Inspection
Las Lomas Mexican Restaurant,78745,12/16/2020,73,"730 W STASSNEY LN
AUSTIN, TX 78745
(30.209029, -97.78292)",10140128,Routine Inspection
Shack Food Corner,78721,04/02/2021,82,"1167 WEBBERVILLE RD
AUSTIN, TX 78721
(30.277625, -97.685818)",10189322,Routine Inspection
El Alma Cafe y Cantina,78704,07/14/2021,79,"1025 BARTON SPRINGS RD
AUSTIN, TX 78704
(30.260282, -97.755598)",10319839,Routine Inspection
Panda Express #1644,78748,12/03/2018,93,"309 W SLAUGHTER LN
AUSTIN, TX 78748
(30.168208, -97.794574)",10145387,Routine Inspection
Riata Bar and Grill,78727,06/30/2021,78,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.42903, -97.750745)",2802168,Routine Inspection
Kentucky Fried Chicken,78728,03/30/2020,98,"14824 N IH
AUSTIN, TX 78728",11789658,Routine Inspection
Tokyo Gardens,78748,06/21/2021,94,"2110 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173754, -97.825398)",2803164,Routine Inspection
La Mexicana Bakery,78704,03/15/2021,82,"1924 S 1ST ST
AUSTIN, TX 78704
(30.245719, -97.756903)",2800514,Routine Inspection
IHOP,78728,10/04/2019,97,"14310 N IH
AUSTIN, TX 78728",2802910,Routine Inspection
Charm Korean BBQ,78660,02/05/2020,78,"1200 W HOWARD LN
AUSTIN, TX 78660",11505390,Routine Inspection
SV - Subway,78745,10/23/2019,90,"5400 BRODIE LN
SUNSET VALLEY, TX 78745
(30.227718, -97.82159)",10325532,Routine Inspection
SV - La Madeleine # 202,78745,06/14/2021,92,"5493 BRODIE LN
SUNSET VALLEY, TX 78745
(30.229849, -97.820048)",11763376,Routine Inspection
7-Eleven,78741,04/26/2019,89,"1705 SOUTH LAKESHORE BLVD
AUSTIN, TX 78741
(30.244879, -97.72866)",10132234,Routine Inspection
"G & M Catering, Inc",78741,05/02/2019,98,"900 VARGAS RD
AUSTIN, TX 78741
(30.233547, -97.694043)",11424165,Routine Inspection
John B Connally HS Ftball Stad. Conc.,78753,10/02/2019,93,"13212 N LAMAR BLVD
AUSTIN, TX 78753
(30.417542, -97.675682)",10484298,Routine Inspection
PF - HEB Food Store #479 (Deli),78660,08/07/2020,98,"201 N FM
PFLUGERVILLE, TX 78660",12392417,Routine Inspection
RA Sushi,78701,10/02/2019,87,"117 W 4TH ST
AUSTIN, TX 78701
(30.266505, -97.744598)",11426421,Routine Inspection
Days Inn University,78722,01/09/2020,90,"3105 N IH
AUSTIN, TX 78722",11324340,Routine Inspection
Omni Barton Creek Resort & Spa-Banquet Kitchen,78735,07/11/2019,88,"8212 BARTON CLUB DR
AUSTIN, TX 78735
(30.289977, -97.854022)",11084428,Routine Inspection
Progressive Insurance,78744,10/07/2019,96,"7301 METRO CENTER DR
AUSTIN, TX 78744
(30.211399, -97.697302)",10570581,Routine Inspection
ABIA - Barton Springs East/Ruta Maya,78719,07/23/2020,96,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202653, -97.667267)",11864782,Routine Inspection
Jet's Pizza,78748,06/12/2020,87,"9001 BRODIE LN
AUSTIN, TX 78748
(30.194048, -97.843038)",12145995,Routine Inspection
OOB-Kolache Factory,78705,08/28/2019,78,"3706 N LAMAR BLVD
AUSTIN, TX 78705
(30.304696, -97.74339)",10005132,Routine Inspection
Crestview United Methodist Church,78757,08/20/2019,97,"1300 MORROW ST
AUSTIN, TX 78757
(30.347159, -97.722988)",10171865,Routine Inspection
Vintage Villas Hotel,78734,06/25/2021,95,"4209 ECK LN
AUSTIN, TX 78734
(30.40425, -97.931555)",11066450,Routine Inspection
Accent Food Services,78754,05/21/2020,100,"9200 WALL ST
AUSTIN, TX 78754
(30.343621, -97.669094)",11566495,Routine Inspection
"Castilian, The",78705,12/17/2018,94,"2323 SAN ANTONIO ST
AUSTIN, TX 78705
(30.287311, -97.742693)",2802263,Routine Inspection
Menchie's Frozen Yogurt,78732,03/15/2019,96,"5145 N FM 620 RD
AUSTIN, TX 78732
(30.390328, -97.884583)",10883922,Routine Inspection
La Cocina Buena,78753,04/05/2021,88,"9616 N LAMAR BLVD
AUSTIN, TX 78753
(30.366401, -97.695129)",12185806,Routine Inspection
Challenger School Elementary,78717,12/05/2018,99,"15101 AVERY RANCH BLVD
AUSTIN, TX 78717
(30.498868, -97.773275)",11192837,Routine Inspection
"Parmer Woods at North Austin, Assisted Living & Memory Care",78758,09/23/2019,88,"12429 SCOFIELD FARMS DR
AUSTIN, TX 78758
(30.410225, -97.687322)",12074274,Routine Inspection
Dave and Busters,78759,07/08/2021,76,"9333 RESEARCH BLVD
AUSTIN, TX 78759
(30.382116, -97.740032)",2801449,Routine Inspection
Widen Elementary School,78744,05/15/2019,99,"5605 NUCKOLS CROSSING RD
AUSTIN, TX 78744
(30.189213, -97.741417)",2800240,Routine Inspection
Hampton Inn Austin South,78744,06/10/2019,95,"4141 GOVERNORS ROW
AUSTIN, TX 78744
(30.214102, -97.749738)",11066358,Routine Inspection
Barley Bean South Lamar,78704,04/20/2021,84,"3600 S LAMAR BLVD
AUSTIN, TX 78704
(30.239099, -97.788663)",11811291,Routine Inspection
BC - Target #1812,78738,01/11/2021,100,"3702 S FM 620 RD
BEE CAVE, TX 78738",10262022,Routine Inspection
Which Wich,78701,10/31/2019,95,"259 W 3RD ST
AUSTIN, TX 78701
(30.265882, -97.746071)",10976306,Routine Inspection
Roaring Fork Restaurant,78701,07/19/2019,92,"701 CONGRESS AVE
AUSTIN, TX 78701
(30.269196, -97.742404)",2801929,Routine Inspection
LW - Vivel Crepes & Coffee,78734,07/22/2019,85,"2011 MAIN ST
LAKEWAY, TX 78734
(30.345791, -97.967013)",11625639,Routine Inspection
San Francisco Bakery Cafe,78757,09/24/2018,94,"2900 W ANDERSON LN
AUSTIN, TX 78757
(30.359579, -97.737925)",2800759,Routine Inspection
OOB - Cocina de Consuelo,78756,03/09/2020,90,"4516 BURNET RD
AUSTIN, TX 78756
(30.31595, -97.74121)",2803082,Routine Inspection
Barrington Elementary,78753,10/05/2020,100,"400 COOPER DR
AUSTIN, TX 78753
(30.360249, -97.696307)",2800127,Routine Inspection
RW - Nothing Bundt Cakes,78746,04/16/2020,100,"2805 BEE CAVES RD
ROLLINGWOOD, TX 78746
(30.271017, -97.789586)",10831500,Routine Inspection
Hi Hat Public House,78702,10/30/2019,98,"2121 E 6TH ST
AUSTIN, TX 78702
(30.260383, -97.718869)",10841589,Routine Inspection
Murphy's Deli,78701,01/03/2019,91,"700 LAVACA ST
AUSTIN, TX 78701
(30.270199, -97.744671)",11397192,Routine Inspection
GRIZZELDAS,78702,10/02/2019,96,"105 TILLERY ST
AUSTIN, TX 78702
(30.252259, -97.70852)",11622030,Routine Inspection
Casino El Camino,78701,02/12/2019,83,"517 E 6TH ST
AUSTIN, TX 78701
(30.266609, -97.737636)",2800956,Routine Inspection
Travis County Health & Human Services,78617,01/13/2021,99,"3518 S FM 973 RD
AUSTIN, TX 78617
(30.198624, -97.641858)",11982488,Routine Inspection
Sip Saam Thai,78729,02/20/2019,100,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",11597842,Routine Inspection
Hu La Hu Market,78745,07/02/2020,95,"4901 S 1ST ST
AUSTIN, TX 78745
(30.21465, -97.776899)",11289675,Routine Inspection
Bodega on Rio,78705,10/30/2019,83,"2101 RIO GRANDE ST
AUSTIN, TX 78705
(30.284234, -97.745023)",10250557,Routine Inspection
Shop 24,78701,10/23/2018,95,"213 E 6TH ST
AUSTIN, TX 78701
(30.267519, -97.740902)",2800797,Routine Inspection
La Campena Restaurant,78617,10/09/2018,94,"5053 E SH
AUSTIN, TX 78617",2802562,Routine Inspection
LW - Taco Bell #30169,78734,09/05/2018,93,"1703 S FM 620 RD
LAKEWAY, TX 78734",11066788,Routine Inspection
Accent Food Services,78751,12/05/2018,99,"5501 AIRPORT BLVD
AUSTIN, TX 78751
(30.316742, -97.713804)",11658489,Routine Inspection
House Wine,78704,12/21/2020,89,"408 JOSEPHINE ST
AUSTIN, TX 78704
(30.261819, -97.758731)",10116079,Routine Inspection
First Class Child Development Center 3,78747,09/18/2020,98,"1901 NATIONAL PARK BLVD
AUSTIN, TX 78747
(30.154765, -97.789282)",11382999,Routine Inspection
Jack Allens Kitchen - Anderson Lane,78757,03/09/2021,94,"3010 W ANDERSON LN
AUSTIN, TX 78757
(30.360601, -97.739855)",11739751,Routine Inspection
LW - Sandeez Hamburger Hut,78734,07/31/2020,89,"113 N FM 620 RD
LAKEWAY, TX 78734",11963248,Routine Inspection
Cru Wine Bar @ The Domain,78758,03/24/2020,96,"11410 CENTURY OAKS TER
AUSTIN, TX 78758
(30.400787, -97.726609)",10116960,Routine Inspection
Asti Trattoria,78751,04/09/2019,78,"408 E 43RD ST
AUSTIN, TX 78751
(30.304836, -97.726561)",2801708,Routine Inspection
BC - Austin Tea Xchange,78738,06/02/2021,92,"13011 SHOPS PKWY
BEE CAVE, TX 78738
(30.307086, -97.945432)",12020767,Routine Inspection
Comfort Suites,78729,04/09/2020,98,"13681 N US 183 HWY
AUSTIN, TX 78729",12130510,Routine Inspection
Bright Horizons,78749,05/07/2021,97,"6111 DAVIS LN
AUSTIN, TX 78749
(30.211485, -97.875113)",2801471,Routine Inspection
Chi'Lantro,78704,04/26/2021,100,"1509 S LAMAR BLVD
AUSTIN, TX 78704
(30.251939, -97.764498)",11248790,Routine Inspection
Target Store T-0095,78758,07/03/2019,96,"8601 RESEARCH BLVD
AUSTIN, TX 78758
(30.362047, -97.716959)",2800592,Routine Inspection
Lone Star Family Market,78757,03/28/2019,100,"8756 RESEARCH BLVD
AUSTIN, TX 78757
(30.365682, -97.718516)",10124634,Routine Inspection
Kentucky Fried Chicken,78723,04/21/2020,90,"7206 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.314423, -97.663285)",11789720,Routine Inspection
Jack in the Box,78723,07/30/2020,91,"6800 BERKMAN DR
AUSTIN, TX 78723
(30.32023, -97.689045)",11643083,Routine Inspection
ABIA-Saxon Pub Bar,78719,07/22/2020,98,"3600 PRESIDENTIAL BLVD
AUSTIN, TX 78719
(30.202653, -97.667267)",12143444,Routine Inspection
OOB - Fuzzy's Taco Shop Austin Midtown,78752,10/31/2018,87,"7010 EASY WIND DR
AUSTIN, TX 78752
(30.339316, -97.718607)",11986897,Routine Inspection
Waffle House,78753,05/25/2021,86,"12304 DESSAU RD
AUSTIN, TX 78753
(30.387969, -97.648112)",12185664,Routine Inspection
PF - Target Store T-2495 (Cafe/Pizza Hut),78660,10/23/2020,96,"18700 LIMESTONE COMMERCIAL DR
PFLUGERVILLE, TX 78660
(30.465561, -97.597322)",12392900,Routine Inspection
Taco Bell #030116,78750,09/16/2019,92,"13770 N US 183 HWY
AUSTIN, TX 78750",11066599,Routine Inspection
Target Store T3250 - Starbucks,78705,01/06/2020,100,"2021 GUADALUPE ST
AUSTIN, TX 78705
(30.283319, -97.742009)",11807328,Routine Inspection
Susan's Deli,78753,01/22/2019,89,"12015 PARK THIRTY FIVE CIR
AUSTIN, TX 78753
(30.390074, -97.673606)",11804662,Routine Inspection
PF - Crystal Food Mart & Deli,78660,07/21/2020,86,"18801 WEISS LN
PFLUGERVILLE, TX 78660
(30.449872, -97.559852)",12392318,Routine Inspection
Chipotle Mexican Grill #1723,78704,03/06/2019,96,"2320 S LAMAR BLVD
AUSTIN, TX 78704
(30.247216, -97.775896)",10828111,Routine Inspection
Taco Bell #30150,78753,03/18/2019,100,"9504 N LAMAR BLVD
AUSTIN, TX 78753
(30.364585, -97.696168)",11066396,Routine Inspection
LW - CVS Pharmacy #80,78734,02/28/2019,95,"2306 S FM 620 RD
LAKEWAY, TX 78734",10006331,Routine Inspection
3M Austin Center,78726,02/07/2019,97,"6801 RIVER PLACE BLVD
AUSTIN, TX 78726
(30.396018, -97.844774)",2800072,Routine Inspection
Papalote Taco House,78729,07/22/2019,88,"13219 N US 183 HWY
AUSTIN, TX 78729",11365388,Routine Inspection
Palm Elementary School,78744,04/22/2019,95,"7601 DIXIE DR
AUSTIN, TX 78744
(30.164857, -97.744541)",2800054,Routine Inspection
Vivo,78752,03/11/2021,80,"6406 N IH
AUSTIN, TX 78752",11223207,Routine Inspection
LW - Verona Ristaurante Italiano,78734,12/18/2019,89,"900 S FM 620 RD
LAKEWAY, TX 78734",11488154,Routine Inspection
Nono's Tacos,78758,06/20/2019,97,"1762 COLONY CREEK DR
AUSTIN, TX 78758
(30.369438, -97.715355)",11437544,Routine Inspection
MN - Apple Express,78653,05/21/2021,94,"12401 TILLGANG PASS
MANOR, TX 78653",11650292,Routine Inspection
New Speedway,78705,04/01/2019,93,"3707 SPEEDWAY
AUSTIN, TX 78705
(30.300305, -97.73375)",10006460,Routine Inspection
La Pera,78742,12/23/2020,97,"502 THOMPSON LN
AUSTIN, TX 78742
(30.238711, -97.683849)",11769552,Routine Inspection
Japan Cafe & Grill,78613,09/24/2019,69,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",10952870,Routine Inspection
360 Uno,78746,12/30/2019,94,"3801 N CAPITAL OF TEXAS HWY
AUSTIN, TX 78746
(30.336732, -97.805146)",11358302,Routine Inspection
Meso Poke,78727,07/23/2020,96,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",12144303,Routine Inspection
Red Robin,78753,11/20/2018,97,"13000 N IH
AUSTIN, TX 78753",11500601,Routine Inspection
Fresh Plus,78757,08/27/2018,80,"2917 W ANDERSON LN
AUSTIN, TX 78757
(30.35981, -97.738594)",10696090,Routine Inspection
LW-Acai Hut,78734,05/03/2019,99,"2125 LOHMANS CROSSING RD
LAKEWAY, TX 78734
(30.342143, -97.970843)",12149504,Routine Inspection
Dairy Queen,78745,06/09/2020,94,"2034 W STASSNEY LN
AUSTIN, TX 78745
(30.216265, -97.798818)",2800376,Routine Inspection
CVS Pharmacy #6892,78705,06/03/2021,91,"2927 GUADALUPE ST
AUSTIN, TX 78705
(30.296261, -97.742254)",2804014,Routine Inspection
Parmer Lane 5 Caffe Macs-Sushi,78727,07/25/2019,100,"5505 W PARMER LN
AUSTIN, TX 78727
(30.436313, -97.734723)",11499700,Routine Inspection
Longhorn Village - Memory Support Country Kitchen,78732,11/17/2020,100,"12001 LONGHORN PKWY
AUSTIN, TX 78732
(30.350762, -97.91176)",10260205,Routine Inspection
Heart Hospital of Austin,78756,02/20/2019,91,"3801 N LAMAR BLVD
AUSTIN, TX 78756
(30.305448, -97.742895)",10499304,Routine Inspection
Aviary,78704,09/25/2018,90,"2110 S LAMAR BLVD
AUSTIN, TX 78704
(30.248044, -97.771343)",11794110,Routine Inspection
OOB - Sigma Chi,78705,09/13/2018,97,"2701 NUECES ST
AUSTIN, TX 78705
(30.292325, -97.742749)",2800426,Routine Inspection
Parker Jazz Club,78701,10/17/2019,99,"117 W 4TH ST
AUSTIN, TX 78701
(30.266505, -97.744598)",11827892,Routine Inspection
Stop 71,78735,07/24/2020,81,"8314 W SH
AUSTIN, TX 78735",2803909,Follow-Up Inspection
Mean Eyed Cat,78703,02/28/2019,99,"1621 W 5TH ST
AUSTIN, TX 78703
(30.274763, -97.764718)",11015831,Routine Inspection
Auntie Anne's,78613,07/17/2019,98,"11200 LAKELINE MALL DR
AUSTIN, TX 78613
(30.47181, -97.803451)",2801800,Routine Inspection
Dairy Queen,78753,01/27/2020,92,"8728 N LAMAR BLVD
AUSTIN, TX 78753
(30.356058, -97.701905)",2800159,Routine Inspection
Fruteria y Neveria Los 4 Hermanos #2,78617,02/09/2021,83,"7200 ELROY RD
AUSTIN, TX 78617
(30.155604, -97.640929)",11576462,Routine Inspection
BC - CVS/ Pharmacy # 8925,78738,01/02/2019,100,"14057 BEE CAVE PKWY
BEE CAVE, TX 78738
(30.311864, -97.963409)",11032384,Routine Inspection
Rodriguez Elementary School,78744,09/16/2020,99,"4400 FRANKLIN PARK DR
AUSTIN, TX 78744
(30.199287, -97.744858)",2801092,Routine Inspection
Austin Country Club - Pool Snack Bar,78746,09/23/2020,99,"4408 LONG CHAMP DR
AUSTIN, TX 78746
(30.341809, -97.798073)",10452356,Routine Inspection
Poke Bay,78705,05/27/2021,76,"2001 GUADALUPE ST
AUSTIN, TX 78705
(30.282893, -97.742052)",11781922,Routine Inspection
Bear Creek Elementary,78739,04/23/2021,99,"12801 ESCARPMENT BLVD
AUSTIN, TX 78739
(30.171201, -97.910597)",12393237,Routine Inspection
The Grove,78746,12/19/2018,90,"6317 FM 2244 RD
AUSTIN, TX 78746
(30.296698, -97.833118)",10076097,Routine Inspection
Tino's Greek Cafe,78757,05/26/2021,85,"2525 W ANDERSON LN
AUSTIN, TX 78757
(30.356921, -97.73276)",11444396,Routine Inspection
KPP International (aka Hot Bodies),78744,02/03/2020,92,"4134 FELTER LN
AUSTIN, TX 78744
(30.196565, -97.7057)",2803270,Routine Inspection
HDCB Scholz,78701,12/31/2018,88,"1607 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.277843, -97.736509)",11727656,Routine Inspection
WL - Chick-Fil-A,78746,01/07/2019,87,"701 S CAPITAL OF TEXAS HWY
WEST LAKE HILLS, TX 78746
(30.292189, -97.828184)",11690733,Routine Inspection
Fiesta Mart #64 - Grocery,78745,06/20/2019,97,"5510 S IH
AUSTIN, TX 78745",11377952,Routine Inspection
Hops and Grain Brewing,78702,12/07/2018,99,"507 CALLES ST
AUSTIN, TX 78702
(30.258786, -97.712473)",10599403,Routine Inspection
Barrett's Coffee,78752,11/10/2020,96,"713 W ST JOHNS AVE
AUSTIN, TX 78752
(30.339199, -97.717392)",11685371,Routine Inspection
99 Ranch Market #107,78752,02/25/2020,100,"6929 AIRPORT BLVD
AUSTIN, TX 78752
(30.336497, -97.718225)",11795289,Follow-Up Inspection
God's Kingdom Daycare Center 2,78660,10/07/2019,96,"104 W HOWARD LN
AUSTIN, TX 78660",11433218,Routine Inspection
Monkeynest Coffee,78756,12/28/2020,86,"5353 BURNET RD
AUSTIN, TX 78756
(30.327669, -97.739747)",10524502,Routine Inspection
Westminster Manor,78731,11/29/2018,90,"4100 JACKSON AVE
AUSTIN, TX 78731
(30.314499, -97.755166)",2800365,Routine Inspection
Hu Tieu My Tho,78753,07/12/2021,93,"10901 N LAMAR BLVD
AUSTIN, TX 78753
(30.37848, -97.688327)",12186361,Routine Inspection
Papa John's Pizza #935,78701,10/12/2018,91,"411 W MARTIN LUTHER KING JR BLVD
AUSTIN, TX 78701
(30.281756, -97.742074)",2800859,Routine Inspection
IHOP,78746,08/07/2019,95,"1101 S MOPAC EXPY
AUSTIN, TX 78746",2803056,Routine Inspection
Hornsby Dunlap Elementary,78725,03/05/2019,95,"13901 FM 969 RD
AUSTIN, TX 78725",2800684,Routine Inspection
Donn's Depot,78703,10/09/2019,86,"1600 W 5TH ST
AUSTIN, TX 78703
(30.273849, -97.763491)",2800140,Routine Inspection
Berts on 24th,78705,10/17/2018,89,"907 W 24TH ST
AUSTIN, TX 78705
(30.288121, -97.747334)",10809700,Routine Inspection
Sabe Fruteria,78753,02/05/2019,91,"707 E BRAKER LN
AUSTIN, TX 78753
(30.377214, -97.677118)",11800305,Routine Inspection
Muro's Pizza,78729,06/25/2019,98,"6301 W PARMER LN
AUSTIN, TX 78729
(30.445314, -97.743259)",11778346,Routine Inspection
LW - McArthur's,78734,03/19/2019,85,"1516 S FM 620 RD
LAKEWAY, TX 78734",11587090,Routine Inspection
"Your Dream Wedding & Events, Inc.",78758,07/15/2020,97,"8309 RESEARCH BLVD
AUSTIN, TX 78758
(30.356222, -97.715222)",11538432,Routine Inspection
Austin Groups for the Elderly,78705,01/05/2021,99,"3710 CEDAR ST
AUSTIN, TX 78705
(30.300529, -97.735025)",2800605,Routine Inspection
Asian Beverage Corp.,78660,02/12/2021,98,"1200 W HOWARD LN
AUSTIN, TX 78660",2802746,Routine Inspection
LW - Papa John's Pizza,78738,03/13/2020,89,"2422 S FM 620 RD
LAKEWAY, TX 78738",11986347,Routine Inspection
Papa John's #928,78726,09/10/2019,89,"11521 N FM 620 RD
AUSTIN, TX 78726
(30.4545, -97.82678)",2802805,Routine Inspection
Newton Collins Elementary,78744,11/03/2020,97,"7609 APOGEE BLVD
AUSTIN, TX 78744",11997193,Routine Inspection
Madam Mam,78705,03/02/2020,63,"510 W 26TH ST
AUSTIN, TX 78705
(30.290551, -97.742629)",11708918,Routine Inspection
Amy's Ice Cream,78705,12/07/2020,94,"3500 GUADALUPE ST
AUSTIN, TX 78705
(30.301295, -97.739098)",2801000,Routine Inspection
Applebee's,78613,10/02/2019,93,"11013 LAKELINE MALL DR
AUSTIN, TX 78613
(30.471998, -97.80167)",10870119,Routine Inspection
Culver's,78745,09/24/2018,90,"3424 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.213469, -97.829451)",2800858,Routine Inspection
Tacodeli 301 Congress,78701,05/14/2020,93,"301 CONGRESS AVE
AUSTIN, TX 78701
(30.265446, -97.743764)",12185646,Routine Inspection
Reales Pizza & Cafe,78750,11/18/2019,78,"13450 N US 183 HWY
AUSTIN, TX 78750",2801415,Routine Inspection
Jaliscienses Mexican Restaurant,78745,06/22/2020,90,"717 E BEN WHITE BLVD
AUSTIN, TX 78745
(30.218817, -97.756711)",12186367,Routine Inspection
Chi Omega,78705,12/04/2019,88,"2711 RIO GRANDE ST
AUSTIN, TX 78705
(30.292964, -97.744193)",2800061,Routine Inspection
Chez Zee,78731,09/11/2018,93,"5406 BALCONES DR
AUSTIN, TX 78731
(30.336482, -97.757759)",2800022,Routine Inspection
Little Woodrow's,78701,08/26/2018,85,"520 W 6TH ST
AUSTIN, TX 78701
(30.269562, -97.748189)",11572730,Routine Inspection
Dollar Tree #3627,78704,01/02/2020,92,"4211 S LAMAR BLVD
AUSTIN, TX 78704
(30.234848, -97.794618)",10885060,Routine Inspection
New Sitara Indian Cuisine,78728,04/16/2021,78,"1779 W WELLS BRANCH PKWY
AUSTIN, TX 78728",12079430,Routine Inspection
El Pollo Rico # 11,78748,06/23/2021,88,"609 W SLAUGHTER LN
AUSTIN, TX 78748
(30.173058, -97.800341)",12109787,Routine Inspection
Vespaio,78704,04/01/2020,89,"1610 S CONGRESS AVE
AUSTIN, TX 78704
(30.247062, -97.750617)",12179863,Routine Inspection
Hana World Market - Foodcourt,78727,06/12/2020,89,"1700 W PARMER LN
AUSTIN, TX 78727
(30.412512, -97.688909)",10875585,Routine Inspection
Knight's Assisted Living,78660,06/05/2019,93,"20816 WINDMILL RIDGE ST
PFLUGERVILLE, TX 78660
(30.485904, -97.567118)",11153437,Routine Inspection
Don Dario's Mexican Restaurant & Cantina,78744,12/18/2019,83,"8801 S IH
AUSTIN, TX 78744",10298433,Routine Inspection
Las Palomas,78746,05/22/2019,81,"3201 BEE CAVES RD
AUSTIN, TX 78746
(30.273599, -97.799243)",2800591,Routine Inspection
BC - Panera Bread,78738,10/14/2019,89,"12901 HILL COUNTRY BLVD
BEE CAVE, TX 78738
(30.309594, -97.941933)",10261319,Routine Inspection
Child Craft School,78705,06/10/2021,100,"800 W 30TH ST
AUSTIN, TX 78705
(30.298251, -97.745292)",11468467,Routine Inspection
Hunan Spicy,78758,09/26/2019,44,"11005 BURNET RD
AUSTIN, TX 78758
(30.394509, -97.720686)",12073053,Routine Inspection
Zeta Tau  Alpha Sorority,78705,02/19/2020,98,"2711 NUECES ST
AUSTIN, TX 78705
(30.292917, -97.742678)",2800484,Routine Inspection
Austin Gourmet Popcorn,78729,07/18/2019,93,"13343 N US 183 HWY
AUSTIN, TX 78729",11423650,Routine Inspection
LW - P. Terry's Burger Stand,78734,11/19/2020,96,"3311 S FM 620 RD
LAKEWAY, TX 78734",10631422,Routine Inspection
Franklin Barbecue,78702,06/22/2021,93,"900 E 11TH ST
AUSTIN, TX 78702
(30.269964, -97.731313)",10523909,Routine Inspection
Domino's,78745,06/23/2021,97,"2716 W WILLIAM CANNON DR
AUSTIN, TX 78745
(30.207743, -97.816691)",12392443,Routine Inspection
